"pincode","district","latitude","longitude","Demand"
591106,"BELAGAVI","15.5700000","74.6900000",1
591115,"BELAGAVI","15.7500000","74.8800000",1
590010,"BELAGAVI","15.9000000","74.5000000",16
591108,"BELAGAVI","15.8900000","74.4700000",10
591108,"BELAGAVI","15.8400000","74.4000000",10
591108,"BELAGAVI","15.8200000","74.3700000",10
591302,"BELAGAVI","15.6700000","74.5300000",5
591302,"BELAGAVI","15.7100000","74.5500000",5
591302,"BELAGAVI","15.5400000","74.4900000",5
591302,"BELAGAVI","15.5900000","74.5100000",5
591120,"BELAGAVI","15.6400000","74.5900000",1
591120,"BELAGAVI","15.5300000","74.5500000",1
590008,"BELAGAVI","15.8100000","74.5000000",2
591123,"BELAGAVI","15.9600000","75.4000000",2
583104,"BALLARI","15.1656214","76.8584691",16
583102,"BALLARI","15.0831682","76.8853230",4
583102,"BALLARI","15.0845341","76.9774831",4
583102,"BALLARI","15.0557487","77.0427573",4
583102,"BALLARI","15.2397100","76.8975880",4
583103,"BALLARI","15.1115815","77.0345712",8
583103,"BALLARI","15.1385646","76.9736958",8
583103,"BALLARI","15.3302138","76.9938446",8
583103,"BALLARI","15.1435736","76.9992422",8
583103,"BALLARI","15.2104250","76.9342791",8
583119,"BALLARI","15.1043053","76.5361140",1
583119,"BALLARI","15.0952571","76.5558629",1
583119,"BALLARI","15.1214200","76.4939088",1
583120,"BALLARI","15.4531916","76.7911214",1
583121,"BALLARI","15.6923581","76.9511531",10
583123,"BALLARI","15.1865083","76.6297812",4
583131,"VIJAYNAGAR","14.7931066","75.9815767",0
583217,"VIJAYNAGAR","14.8206840","75.7795735",0
583217,"VIJAYNAGAR","14.7840772","75.7010813",0
583217,"VIJAYNAGAR","14.8091505","75.6910499",0
583219,"VIJAYNAGAR","15.0361549","76.0052866",3
583219,"VIJAYNAGAR","14.9674985","75.9966824",3
583219,"VIJAYNAGAR","15.0078174","75.9131369",3
583219,"VIJAYNAGAR","14.9625632","75.8902309",3
583132,"BALLARI","15.3757802","76.5747050",1
583132,"BALLARI","15.4400674","76.6461161",1
583134,"VIJAYNAGAR","14.9035934","76.1777273",2
583134,"VIJAYNAGAR","14.8987118","76.2275842",2
583134,"VIJAYNAGAR","14.8046306","76.3278023",2
585327,"BIDAR","17.877693","76.752409",4
586201,"VIJAYAPURA","16.3908432","75.8057284",3
586203,"VIJAYAPURA","16.4371553","76.0117006",3
586203,"VIJAYAPURA","16.6606150","76.0515689",3
586203,"VIJAYAPURA","16.7379548","75.9616827",3
586203,"VIJAYAPURA","16.6807185","76.1750793",3
586104,"VIJAYAPURA","16.8301091","75.7662195",1
586104,"VIJAYAPURA","16.9298231","75.6243392",1
586104,"VIJAYAPURA","16.8796872","75.6120794",1
586104,"VIJAYAPURA","16.9584204","75.6723276",1
586121,"VIJAYAPURA","16.5376728","75.7836588",2
586212,"VIJAYAPURA","16.3613555","76.1189679",2
586212,"VIJAYAPURA","16.4099320","76.2433156",2
586128,"VIJAYAPURA","16.8922652","76.2479120",4
586128,"VIJAYAPURA","16.8430661","76.2884592",4
586214,"VIJAYAPURA","16.4661493","76.3387640",2
586214,"VIJAYAPURA","16.4709091","76.2747034",2
586214,"VIJAYAPURA","16.5116432","76.4145613",2
586214,"VIJAYAPURA","16.5569803","76.2923821",2
586214,"VIJAYAPURA","16.5922136","76.2573257",2
586129,"VIJAYAPURA","16.2839334","76.0549307",1
586129,"VIJAYAPURA","16.2808839","76.1116997",1
586130,"VIJAYAPURA","16.8875031","75.5809487",2
591304,"BELAGAVI","16.7828416","75.0287063",2
591304,"BELAGAVI","16.0674770","75.6449678",2
591304,"BELAGAVI","16.6866725","75.0515343",2
591304,"BELAGAVI","16.7859751","75.0467670",2
591220,"BELAGAVI","16.5901762","75.0047936",6
591242,"BELAGAVI","16.6367777","74.6623419",1
591316,"BELAGAVI","16.6706107","74.7915934",2
591316,"BELAGAVI","16.6196445","74.7992320",2
591316,"BELAGAVI","16.5775705","74.7922884",2
591213,"BELAGAVI","16.5515258","74.6857428",0
591222,"BELAGAVI","16.3355696","74.8508744",1
591311,"BELAGAVI","16.6452961","74.9077512",1
591311,"BELAGAVI","16.6066723","74.9163342",1
591311,"BELAGAVI","16.5713134","74.9475419",1
591237,"BELAGAVI","16.4187418","74.4146987",11
580007,"DHARWAD","15.4494982","74.8177503",8
580007,"DHARWAD","15.4359046","74.9358045",8
580007,"DHARWAD","15.3870777","74.9761235",8
580007,"DHARWAD","15.4428904","74.9110199",8
580007,"DHARWAD","15.4899950","74.8598314",8
581204,"DHARWAD","15.2090043","74.8816459",1
581204,"DHARWAD","15.1227659","75.0127308",1
581207,"DHARWAD","15.1744259","75.1918596",1
580023,"DHARWAD","15.3984076","75.2110180",32
580028,"DHARWAD","15.1130390","75.2127704",6
581113,"DHARWAD","15.1520073","75.2630092",1
581113,"DHARWAD","15.3146193","75.2605664",1
581113,"DHARWAD","15.1719472","75.2758228",1
582208,"DHARWAD","15.6200070","75.2443846",2
582208,"DHARWAD","15.6250710","75.4021093",2
582208,"DHARWAD","15.5407960","75.4933687",2
580024,"DHARWAD","15.3098393","75.0952207",17
580024,"DHARWAD","15.2365177","75.0981162",17
580024,"DHARWAD","15.2704287","75.1167166",17
582102,"GADAG","15.5877311","75.6087647",2
582103,"GADAG","15.3608162","75.6103526",3
582103,"GADAG","15.039999999999999","75.579999999999998",3
582117,"GADAG","15.3078587","75.4886018",2
582118,"GADAG","15.2056880","75.8822106",0
582118,"GADAG","15.0596256","75.7892989",0
582207,"GADAG","15.7316614","75.5152541",1
582207,"GADAG","15.6828988","75.3339046",1
582207,"GADAG","15.8281136","75.5398768",1
582207,"GADAG","15.7849837","75.3430563",1
582120,"GADAG","15.1927168","75.6774400",1
582120,"GADAG","15.2477450","75.6108676",1
582211,"GADAG","15.8367074","75.7867580",0
583227,"KOPPAL","15.4312325","76.5822261",7
583227,"KOPPAL","15.3794766","76.5074140",7
583227,"KOPPAL","15.4928911","76.5086370",7
583227,"KOPPAL","15.4246664","76.5532797",7
583227,"KOPPAL","15.3912461","76.4853340",7
583227,"KOPPAL","15.5056477","76.4951724",7
583229,"KOPPAL","15.4987598","76.7176026",4
583279,"KOPPAL","15.7713520","76.3300927",1
591306,"BELAGAVI","16.2733047","74.7898088",4
591306,"BELAGAVI","16.2347919","74.6867312",4
591221,"BELAGAVI","16.1985030","74.5518517",1
591309,"BELAGAVI","16.2912368","74.6249884",1
591309,"BELAGAVI","16.1839946","74.6578464",1
591309,"BELAGAVI","16.3225087","74.6049155",1
591344,"BELAGAVI","16.0226627","74.8784277",1
591312,"BELAGAVI","16.3061523","74.9987558",0
591312,"BELAGAVI","16.3559014","75.0041633",0
591313,"BELAGAVI","16.2757904","74.4892028",2
591313,"BELAGAVI","16.3103980","74.3536414",2
591313,"BELAGAVI","16.2829307","74.3428868",2
585302,"KALABURAGI","17.52","76.489999999999995",2
585302,"KALABURAGI","17.649999999999999","76.670000000000002",2
585302,"KALABURAGI","17.620000000000001","76.609999999999999",2
585302,"KALABURAGI","17.59","76.659999999999997",2
585302,"KALABURAGI","17.649999999999999","76.459999999999994",2
585302,"KALABURAGI","16.510000000000002","75.280000000000001",2
585302,"KALABURAGI","17.579999999999998","76.420000000000002",2
585302,"KALABURAGI","16.379999999999999","76.439999999999998",2
585105,"KALABURAGI","17.32","76.829999999999998",8
585104,"KALABURAGI","17.600000000000001","76.769999999999996",8
585104,"KALABURAGI","17.449999999999999","76.840000000000003",8
585311,"KALABURAGI","17.43","76.739999999999995",1
585313,"KALABURAGI","17.530000000000001","76.969999999999999",1
585313,"KALABURAGI","17.600000000000001","76.959999999999994",1
585313,"KALABURAGI","17.609999999999999","77.109999999999999",1
585228,"KALABURAGI","17.109999999999999","76.950000000000003",2
585228,"KALABURAGI","17.059999999999999","76.989999999999995",2
585228,"KALABURAGI","17.120000000000001","76.939999999999998",2
585228,"KALABURAGI","17.140000000000001","76.930000000000007",2
585228,"KALABURAGI","17.149999999999999","76.909999999999997",2
585211,"KALABURAGI","17","77.099999999999994",4
585211,"KALABURAGI","17.129999999999999","77.040000000000006",4
585309,"KALABURAGI","16.789999999999999","76.629999999999995",1
585309,"YADGIR","16.670000000000002","76.650000000000006",1
585309,"YADGIR","16.66","76.719999999999999",1
585214,"KALABURAGI","16.940000000000001","77.450000000000003",0
585214,"YADGIR","16.850000000000001","77.400000000000006",0
585318,"KALABURAGI","16.8800000","77.3600000",0
585318,"KALABURAGI","17.0700000","77.3900000",0
585318,"KALABURAGI","17.0000000","77.3400000",0
585318,"KALABURAGI","17.0900000","77.4200000",0
585318,"KALABURAGI","16.9600000","77.3800000",0
585222,"KALABURAGI","16.9500000","77.2000000",13
585223,"YADGIR","16.559999999999999","76.959999999999994",2
585223,"YADGIR","16.609999999999999","76.939999999999998",2
585223,"YADGIR","16.809999999999999","76.879999999999995",2
585202,"YADGIR","16.8500000","77.0200000",3
585202,"YADGIR","17.5000000","76.8600000",3
585202,"YADGIR","16.5700000","77.3700000",3
585202,"YADGIR","16.6400000","77.1200000",3
585202,"YADGIR","16.8100000","77.0200000",3
585202,"YADGIR","16.8200000","77.1900000",3
585202,"YADGIR","16.7600000","77.1400000",3
585202,"YADGIR","16.8600000","77.0600000",3
581110,"HAVERI","14.7940278","75.3334167",7
581110,"HAVERI","14.8039305","75.3909448",7
581110,"HAVERI","14.6932089","75.3879407",7
581110,"HAVERI","14.8042846","75.5260208",7
581202,"HAVERI","14.8941236","75.2560104",2
581106,"HAVERI","14.6070322","75.4887036",2
581111,"HAVERI","14.4152486","75.4386902",6
581115,"HAVERI","14.6071641","75.8004874",16
581115,"HAVERI","14.6390180","75.7577330",16
581115,"HAVERI","14.7942321","75.6678361",16
581115,"HAVERI","14.6984772","75.6111235",16
581115,"HAVERI","14.7518317","75.6106407",16
581115,"HAVERI","14.7405772","75.7065243",16
581115,"HAVERI","14.6386318","75.8083624",16
581205,"HAVERI","14.9928832","75.1669437",3
581205,"HAVERI","15.0511086","75.2365953",3
581205,"HAVERI","15.0943291","75.1719839",3
581316,"UTTARA KANNADA","14.7310287","74.2652616",3
581328,"UTTARA KANNADA","14.8813951","74.2105404",1
581352,"UTTARA KANNADA","14.8609186","74.1315033",1
581319,"UTTARA KANNADA","14.6005768","74.3465647",1
581320,"UTTARA KANNADA","14.0215951","74.5050833",11
581320,"UTTARA KANNADA","13.9756972","74.5475588",11
581326,"UTTARA KANNADA","14.5464820","74.3435607",0
581351,"UTTARA KANNADA","14.4736117","74.3747709",1
581351,"UTTARA KANNADA","14.4870345","74.3807692",1
581351,"UTTARA KANNADA","14.5032341","74.3651900",1
581327,"UTTARA KANNADA","14.3698347","74.4101015",2
581327,"UTTARA KANNADA","14.3646741","74.4175259",2
581334,"UTTARA KANNADA","14.2471223","74.5252477",5
581334,"UTTARA KANNADA","14.2468111","74.5544946",5
581342,"UTTARA KANNADA","14.2349343","74.4465088",1
581348,"UTTARA KANNADA","14.1905692","74.4750569",1
581440,"UTTARA KANNADA","14.4744863","74.4628261",1
581440,"UTTARA KANNADA","14.4876614","74.4520758",1
584115,"RAICHUR","16.1600000","76.6900000",2
584115,"RAICHUR","16.2000000","76.6200000",2
584116,"RAICHUR","16.3900000","76.7300000",1
584122,"RAICHUR","16.0400000","76.6600000",1
584122,"RAICHUR","16.0700000","76.5900000",1
584122,"RAICHUR","16.0300000","76.6300000",1
584122,"RAICHUR","16.1800000","76.4400000",1
584104,"RAICHUR","16.1920674","77.3330112",1
584170,"RAICHUR","16.3241393","77.3474415",2
584128,"RAICHUR","15.7662720","76.8712099",7
584128,"RAICHUR","15.7861590","76.7683782",7
584128,"RAICHUR","15.7664394","76.9407047",7
581402,"UTTARA KANNADA","14.739777","74.879436",8
581402,"UTTARA KANNADA","14.739777","74.879436",8
581402,"UTTARA KANNADA","14.739777","74.879436",8
581402,"UTTARA KANNADA","14.739777","74.879436",8
577101,"CHIKKAMAGALURU","13.3022317","75.6820062",33
577101,"CHIKKAMAGALURU","13.3637634","75.7120080",33
577101,"CHIKKAMAGALURU","13.3495194","75.7141628",33
577547,"CHIKKAMAGALURU","13.7575954","75.9873952",2
577113,"CHIKKAMAGALURU","13.1418353","75.5983032",2
577102,"CHIKKAMAGALURU","13.3164333","75.8145992",6
680699,"THRISSUR","10.3700000","76.4000000",0
680568,"THRISSUR","10.3700000","76.1000000",1
680666,"THRISSUR","10.1900000","76.1400000",2
680121,"THRISSUR","10.2100000","76.1800000",9
680683,"THRISSUR","10.3233040","76.3024310",5
680697,"THRISSUR","10.3100000","76.3100000",4
680697,"THRISSUR","10.3000000","76.2800000",4
680562,"THRISSUR","10.4100000","76.2300000",3
680562,"THRISSUR","10.4500000","76.2300000",3
686562,"KOTTAYAM","15.5934000","76.4333000",2
686564,"KOTTAYAM","15.5934000","76.4333000",3
686564,"KOTTAYAM","15.5934000","76.4333000",3
686004,"KOTTAYAM","15.5934000","76.5213000",5
686012,"KOTTAYAM","15.5934000","76.5280000",4
686651,"KOTTAYAM","9.8204000","76.5351000",4
686651,"KOTTAYAM","9.8204000","76.5351000",4
686651,"KOTTAYAM","9.8204000","76.5351000",4
686651,"KOTTAYAM","15.5934000","76.5351000",4
686651,"KOTTAYAM","15.5934000","76.5351000",4
686574,"KOTTAYAM","15.5934000","76.7063000",7
686578,"KOTTAYAM","9.6970000","76.7241000",1
686578,"KOTTAYAM","15.5934000","76.7241000",1
686121,"KOTTAYAM","15.5934000","76.7833000",1
686572,"KOTTAYAM","9.0697000","76.8981000",4
686652,"KOTTAYAM","9.739642","76.764077",0
686652,"KOTTAYAM","9.763697","76.755459",0
686652,"KOTTAYAM","9.782863","76.74227",0
686652,"KOTTAYAM","9.798105","76.766067",0
686577,"KOTTAYAM","9.7280000","76.7063000",2
686577,"KOTTAYAM","15.5934000","76.7063000",2
686633,"KOTTAYAM","9.6690000","76.5592000",6
686636,"KOTTAYAM","15.5934000","76.5592000",1
686613,"KOTTAYAM","9.8204000","76.5351000",4
686634,"KOTTAYAM","15.5934000","76.5592000",4
686605,"KOTTAYAM","15.5934000","76.4503000",7
686606,"KOTTAYAM","9.7261000","76.4065000",2
686587,"KOTTAYAM","15.5934000","76.3741000",1
690514,"ALAPPUZHA","9.318462","76.459426",9
690516,"ALAPPUZHA","9.272369","76.432678",3
690533,"ALAPPUZHA","9.142654","76.529850",4
690506,"ALAPPUZHA","9.2332256","76.442947",3
690503,"ALAPPUZHA","9.176382","76.564915",7
690530,"ALAPPUZHA","9.144014","76.632083",1
689624,"ALAPPUZHA","9.277269","76.561160",1
690110,"ALAPPUZHA","9.229240","76.577884",3
689504,"ALAPPUZHA","9.292025","76.662448",2
689622,"ALAPPUZHA","9.307115","76.528446",5
689622,"ALAPPUZHA","9.322662","76.516328",5
689503,"PATHANAMTHITTA","9.2500000","76.6900000",5
690540,"KOLLAM","9.0400000","76.6700000",1
691551,"PATHANAMTHITTA","9.1200000","76.7000000",1
691551,"PATHANAMTHITTA","9.1500000","76.7100000",1
689501,"PATHANAMTHITTA","9.2100000","76.6700000",13
689674,"PATHANAMTHITTA","9.4000000","76.7700000",2
689674,"PATHANAMTHITTA","9.3900000","76.7600000",2
689663,"PATHANAMTHITTA","9.3400000","76.9100000",1
689643,"PATHANAMTHITTA","9.2900000","76.7400000",1
689643,"PATHANAMTHITTA","9.3000000","76.7500000",1
689643,"PATHANAMTHITTA","9.3100000","76.7300000",1
689643,"PATHANAMTHITTA","9.2700000","76.7400000",1
689648,"PATHANAMTHITTA","9.2200000","76.7700000",2
689691,"PATHANAMTHITTA","9.2100000","76.8600000",6
689691,"PATHANAMTHITTA","9.2000000","76.9800000",6
689653,"PATHANAMTHITTA","9.2700000","76.8300000",3
689653,"PATHANAMTHITTA","9.2600000","76.8300000",3
689676,"PATHANAMTHITTA","9.4400000","76.8200000",1
689664,"PATHANAMTHITTA","9.3100000","76.8300000",2
689711,"PATHANAMTHITTA","9.3900000","76.8400000",1
689672,"PATHANAMTHITTA","9.3500000","76.8000000",5
689672,"PATHANAMTHITTA","9.3600000","76.7900000",5
689672,"PATHANAMTHITTA","9.3400000","76.7700000",5
689673,"PATHANAMTHITTA","9.3800000","76.7900000",1
691533,"KOLLAM","8.8800000","76.8400000",9
691533,"KOLLAM","8.9000000","76.8100000",9
691533,"KOLLAM","8.9200000","76.8200000",9
691310,"KOLLAM","8.8700000","77.0400000",1
691310,"KOLLAM","8.9100000","77.0700000",1
691508,"KOLLAM","9.0600000","76.8600000",3
691508,"KOLLAM","9.0100000","76.8500000",3
691508,"KOLLAM","9.0400000","76.8300000",3
689695,"KOLLAM","9.1000000","76.8200000",5
689695,"KOLLAM","9.0900000","76.8200000",5
690573,"KOLLAM","9.0500000","76.5000000",4
690519,"KOLLAM","9.0600000","76.5800000",1
690547,"KOLLAM","9.1200000","76.4900000",1
690547,"KOLLAM","9.1100000","76.4800000",1
690523,"KOLLAM","9.0700000","76.5400000",1
690523,"KOLLAM","9.0800000","76.5700000",1
691003,"KOLLAM","8.9100000","76.5600000",14
691571,"KOLLAM","8.8700000","76.6900000",3
691501,"KOLLAM","8.9500000","76.6900000",7
691015,"KOLLAM","8.8900000","76.6200000",1
691577,"KOLLAM","8.9200000","76.6700000",2
691574,"KOLLAM","8.8100000","76.7800000",3
691574,"KOLLAM","8.8300000","76.7800000",3
691021,"KOLLAM","8.8900000","76.6300000",4
691601,"KOLLAM","8.9500000","76.6300000",10
691005,"KOLLAM","8.9100000","76.6500000",6
691559,"KOLLAM","8.8200000","76.9900000",1
691505,"KOLLAM","9.0000000","76.7400000",7
691505,"KOLLAM","9.0100000","76.7100000",7
691505,"KOLLAM","8.9900000","76.7500000",7
691560,"KOLLAM","9.0500000","76.8000000",1
691509,"KOLLAM","8.9600000","76.7000000",1
691531,"KOLLAM","9.0000000","76.7800000",5
691531,"KOLLAM","8.9800000","76.8100000",5
691507,"KOLLAM","9.0700000","76.7200000",4
691507,"KOLLAM","9.0300000","76.7200000",4
689614,"PATHANAMTHITTA","9.6884420","80.1009800",1
689548,"PATHANAMTHITTA","9.3693920","76.6737150",3
689545,"PATHANAMTHITTA","9.3700000","76.6900000",4
689544,"PATHANAMTHITTA","9.4147730","76.6691070",1
689544,"PATHANAMTHITTA","9.3946460","76.6895170",1
689541,"PATHANAMTHITTA","9.7343060","77.0262210",2
695310,"THIRUVANANTHAPURAM","8.7900770","76.7230490",2
695310,"THIRUVANANTHAPURAM","8.7878520","76.7026260",2
695311,"THIRUVANANTHAPURAM","8.7808920","76.6773650",4
695311,"THIRUVANANTHAPURAM","8.7592400","76.7199590",4
695605,"THIRUVANANTHAPURAM","8.7544070","76.8040520",1
695301,"THIRUVANANTHAPURAM","8.59","76.83",13
695601,"THIRUVANANTHAPURAM","8.7838220","76.8229030",0
695601,"THIRUVANANTHAPURAM","8.7632290","76.8346840",0
695610,"THIRUVANANTHAPURAM","8.7177820","76.9386970",1
695603,"THIRUVANANTHAPURAM","8.7963350","76.8001560",1
695305,"THIRUVANANTHAPURAM","8.64","76.83",1
695584,"THIRUVANANTHAPURAM","8.6","76.9",16
695143,"THIRUVANANTHAPURAM","8.7485520","76.7649250",2
695606,"THIRUVANANTHAPURAM","8.7067160","76.9014540",0
695581,"THIRUVANANTHAPURAM","8.5800000","76.9000000",21
695583,"THIRUVANANTHAPURAM","8.5200000","76.8900000",12
695011,"THIRUVANANTHAPURAM","8.5400000","76.9100000",37
695028,"THIRUVANANTHAPURAM","8.5900000","76.9700000",9
695123,"THIRUVANANTHAPURAM","8.3942230","77.0751540",3
695123,"THIRUVANANTHAPURAM","8.6245660","76.9772670",3
695503,"THIRUVANANTHAPURAM","8.4100000","77.1400000",2
695512,"THIRUVANANTHAPURAM","8.4800000","77.0800000",2
695125,"THIRUVANANTHAPURAM","8.5100000","77.1200000",2
695526,"THIRUVANANTHAPURAM","8.3400000","77.0600000",3
695525,"THIRUVANANTHAPURAM","8.3400000","77.0900000",2
695542,"THIRUVANANTHAPURAM","8.5900000","77.0700000",3
695542,"THIRUVANANTHAPURAM","8.6300000","77.1000000",3
695574,"THIRUVANANTHAPURAM","8.5600000","77.1500000",1
695541,"THIRUVANANTHAPURAM","8.6300000","77.0200000",9
695562,"THIRUVANANTHAPURAM","8.7600000","77.0300000",4
695562,"THIRUVANANTHAPURAM","8.7300000","77.0400000",4
695562,"THIRUVANANTHAPURAM","8.7100000","77.0100000",4
695551,"THIRUVANANTHAPURAM","8.6600000","77.1000000",1
673611,"KOZHIKODE","11.3100000","75.8400000",13
679336,"PALAKKAD","11.3361000","75.8351000",5
673580,"KOZHIKODE","11.3900000","76.0100000",5
673572,"KOZHIKODE","11.3400000","75.9200000",3
673572,"KOZHIKODE","11.3400000","75.9200000",3
673571,"KOZHIKODE","11.3300000","75.9100000",20
673571,"KOZHIKODE","11.3300000","75.9400000",20
673602,"KOZHIKODE","11.2800000","76.0300000",7
673613,"KOZHIKODE","11.3900000","75.8400000",3
673585,"KOZHIKODE","11.3900000","75.8400000",2
673601,"KOZHIKODE","11.3400000","75.9300000",6
673601,"KOZHIKODE","11.3200000","75.9600000",6
673601,"KOZHIKODE","11.2800000","75.9800000",6
673582,"KOZHIKODE","11.3600000","75.9700000",1
673586,"KOZHIKODE","11.4800000","75.9800000",1
673573,"KOZHIKODE","11.4800000","75.9300000",2
673603,"KOZHIKODE","11.4500000","76.0700000",2
673603,"KOZHIKODE","11.3800000","76.0300000",2
673008,"KOZHIKODE","11.2600000","75.9300000",17
673008,"KOZHIKODE","11.2600000","75.8500000",17
673008,"KOZHIKODE","11.0600000","76.0600000",17
673303,"KOZHIKODE","11.3200000","75.7800000",4
673303,"KOZHIKODE","11.2500000","75.8200000",4
673016,"KOZHIKODE","11.2500000","75.8300000",21
673016,"KOZHIKODE","11.2500000","75.8400000",21
673007,"KOZHIKODE","11.2300000","75.8400000",10
673019,"KOZHIKODE","11.2100000","75.8500000",9
673029,"KOZHIKODE","11.2000000","75.8200000",4
673122,"WAYANAD","11.6600000","75.9700000",13
673122,"WAYANAD","11.6400000","76.0400000",13
673596,"WAYANAD","11.7300000","76.1700000",1
673596,"WAYANAD","11.7000000","76.1900000",1
673591,"WAYANAD","11.6400000","76.2000000",5
673591,"WAYANAD","11.6600000","76.2100000",5
673577,"WAYANAD","11.6000000","76.0800000",3
673575,"WAYANAD","11.6700000","75.9600000",1
673575,"WAYANAD","11.6000000","76.0000000",1
673579,"WAYANAD","11.8000000","76.1600000",2
673579,"WAYANAD","11.8100000","76.1500000",2
673579,"WAYANAD","11.8500000","76.1400000",2
673579,"WAYANAD","11.7300000","76.1900000",2
673592,"WAYANAD","11.6900000","76.2600000",4
673592,"WAYANAD","11.7100000","76.2400000",4
673592,"WAYANAD","11.6500000","76.3600000",4
673592,"WAYANAD","11.7100000","76.3300000",4
670646,"WAYANAD","11.9500000","76.0400000",3
670645,"WAYANAD","11.7900000","76.0200000",9
670645,"WAYANAD","11.8400000","75.9900000",9
670645,"WAYANAD","11.8100000","75.9600000",9
670301,"KANNUR","11.9865390","75.3108260",2
670595,"KANNUR","11.9285562","75.5119729",1
670003,"KANNUR","11.8503761","75.3980884",1
670592,"KANNUR","11.9493749","75.4475820",11
670592,"KANNUR","11.9217986","75.4781662",11
670602,"KANNUR","12.0101278","75.4086756",0
670602,"KANNUR","11.9882077","75.4723411",0
670613,"KANNUR","11.8707352","75.4813530",2
670622,"KANNUR","11.8550906","75.4803442",2
670561,"KANNUR","11.9629007","75.3671336",4
670303,"KANNUR","12.0535484","75.2865600",4
670305,"KANNUR","12.0544155","75.2181289",2
670571,"KANNUR","12.2087087","75.4315593",2
670571,"KANNUR","12.2407912","75.4824686",2
670581,"KANNUR","12.1192807","75.4257324",2
670511,"KASARAGOD","12.2979539","75.4067936",3
670511,"KANNUR","12.2566439","75.3909945",3
670511,"KASARAGOD","12.3500000","75.4101964",3
670142,"KANNUR","12.0815487","75.4646385",2
670142,"KANNUR","12.0719947","75.3861827",2
670309,"KANNUR","12.0715235","75.2403727",3
670306,"KANNUR","12.1525145","75.3077173",1
670306,"KANNUR","12.1824520","75.2885931",1
670582,"KANNUR","12.1221518","75.5058321",3
670563,"KANNUR","12.0132446","75.4056126",1
670307,"KANNUR","12.1271313","75.2255558",21
670307,"KANNUR","12.0879480","75.1793443",21
670307,"KANNUR","12.1534584","75.2113080",21
670308,"KANNUR","12.0143194","75.2056056",1
670631,"KANNUR","12.0437982","75.5534430",5
670631,"KANNUR","12.0145375","75.4990456",5
671531,"KASARAGOD","12.3329497","75.1339001",13
671531,"KASARAGOD","12.2320500","75.1246100",13
671318,"KASARAGOD","12.4285749","75.0703884",5
671313,"KASARAGOD","12.2785147","75.2799883",14
671313,"KASARAGOD","12.2184364","75.1714611",14
671314,"KASARAGOD","12.2949717","75.1545310",13
671314,"KASARAGOD","12.2493899","75.1576619",13
671314,"KASARAGOD","12.2825459","75.1771556",13
671314,"KASARAGOD","12.2640071","75.1043394",13
671312,"KASARAGOD","12.1907786","75.1268087",1
671312,"KASARAGOD","12.1676383","75.1446390",1
671533,"KASARAGOD","12.3002375","75.2187346",1
671532,"KASARAGOD","12.4594432","75.3660674",2
671532,"KASARAGOD","12.4412369","75.2726975",2
671532,"KASARAGOD","12.4544640","75.3096645",2
671310,"KASARAGOD","12.1781085","75.1749671",4
671310,"KASARAGOD","12.1947629","75.1282287",4
671310,"KASARAGOD","12.1607773","75.1632936",4
671319,"KASARAGOD","12.4399817","75.0165035",8
671541,"KASARAGOD","12.5024720","75.2699106",5
671541,"KASARAGOD","12.4766587","75.2099025",5
671541,"KASARAGOD","12.5059674","75.2871608",5
671541,"KASARAGOD","12.4924790","74.9906140",5
671541,"KASARAGOD","12.5194135","75.2309490",5
671541,"KASARAGOD","12.4878672","75.0508153",5
671124,"KASARAGOD","12.5535300","74.9617923",5
671321,"KASARAGOD","12.6113012","74.9471810",7
671321,"KASARAGOD","12.5961148","74.9888946",7
671321,"KASARAGOD","12.6114947","74.9749415",7
671321,"KASARAGOD","12.6051214","75.0100004",7
671321,"KASARAGOD","12.5883882","75.0348294",7
671323,"KASARAGOD","12.7349827","74.9076784",2
671323,"KASARAGOD","12.6938560","74.9018773",2
671542,"KASARAGOD","12.5012271","75.1472413",4
671542,"KASARAGOD","12.5203796","75.1000499",4
671322,"KASARAGOD","12.7142282","74.9990967",7
671322,"KASARAGOD","12.6699004","74.9381303",7
679357,"MALAPPURAM","10.9219430","76.2652910",2
679357,"MALAPPURAM","10.9206290","76.2667390",2
679321,"MALAPPURAM","10.9826950","76.1617250",0
679321,"MALAPPURAM","11.7638760","75.6279420",0
679321,"MALAPPURAM","11.0008750","75.8853460",0
679338,"MALAPPURAM","10.9691820","76.1493890",5
679324,"MALAPPURAM","11.0598410","76.1283710",2
679324,"MALAPPURAM","11.0501270","76.1421420",2
679326,"MALAPPURAM","11.0581430","76.3159660",2
679326,"MALAPPURAM","11.0118410","76.3000420",2
673642,"MALAPPURAM","11.1445710","76.0411810",2
676509,"MALAPPURAM","11.0779730","76.1174990",1
679325,"MALAPPURAM","10.1413450","76.5495400",5
679322,"MALAPPURAM","10.9689780","76.2681870",12
676517,"MALAPPURAM","12.1548850","75.2070430",2
679323,"MALAPPURAM","10.9220480","76.1769250",3
673639,"MALAPPURAM","11.2873480","76.0748160",2
673639,"MALAPPURAM","11.2816990","76.0596790",2
673634,"MALAPPURAM","8.8260250","76.8101040",3
673634,"MALAPPURAM","11.1515940","75.8746550",3
679331,"MALAPPURAM","11.33911430","76.31506160",4
676541,"MALAPPURAM","11.22988510","76.15674670",2
676541,"MALAPPURAM","11.22961670","76.11718720",2
676525,"MALAPPURAM","11.14464210","76.35233220",2
676123,"MALAPPURAM","11.17520860","76.10229560",4
