Pincode,Warehouse,Allocation,Demand,Distance,WeightedCost
507168,HYDERABAD,1.0,1,204.754780203756,204.754780203756
507003,HYDERABAD,1.0,11,175.031246576037,1925.343712336407
507158,HYDERABAD,1.0,1,167.826858728742,167.826858728742
507209,HYDERABAD,1.0,2,218.56412332507,437.12824665014
507203,HYDERABAD,1.0,4,204.511539984596,818.046159938384
507160,HYDERABAD,1.0,2,164.919884223389,329.839768446778
507157,HYDERABAD,1.0,1,148.512997312722,148.512997312722
507167,HYDERABAD,1.0,1,203.565998593713,203.565998593713
507170,HYDERABAD,1.0,2,164.750558777329,329.501117554658
507165,HYDERABAD,1.0,3,197.664402238549,592.993206715647
507201,HYDERABAD,1.0,2,219.286511957814,438.573023915628
507306,MUMBAI SUBURBAN,1.0,0,879.740446672495,0.0
507166,HYDERABAD,1.0,4,196.879993293956,787.519973175824
507302,HYDERABAD,1.0,1,227.27666545257,227.27666545257
507118,HYDERABAD,1.0,2,222.73257955117,445.46515910234
507303,HYDERABAD,1.0,10,247.373207327574,2473.73207327574
507164,HYDERABAD,1.0,2,241.660025649878,483.320051299756
507123,HYDERABAD,1.0,6,190.118727954553,1140.712367727318
522659,HYDERABAD,1.0,2,205.224556174701,410.449112349402
522616,HYDERABAD,1.0,12,239.915179762658,2878.982157151896
522619,HYDERABAD,1.0,1,234.019399903962,234.019399903962
522614,HYDERABAD,1.0,1,166.814069531803,166.814069531803
522660,HYDERABAD,1.0,1,216.096116583249,216.096116583249
522529,HYDERABAD,1.0,1,214.401545608723,214.401545608723
522603,HYDERABAD,1.0,1,206.02178750148,206.02178750148
522549,HYDERABAD,1.0,2,214.107788372224,428.215576744448
522647,HYDERABAD,1.0,8,202.637098863357,1621.096790906856
522409,HYDERABAD,1.0,5,193.53099346814,967.6549673407
522411,HYDERABAD,1.0,1,177.535990930481,177.535990930481
522414,HYDERABAD,1.0,2,161.412344392872,322.824688785744
522410,HYDERABAD,1.0,4,199.168357225376,796.673428901504
522435,HYDERABAD,1.0,1,173.906828829484,173.906828829484
522426,HYDERABAD,1.0,4,137.478895663332,549.915582653328
522436,HYDERABAD,1.0,2,209.347161434043,418.694322868086
522413,HYDERABAD,1.0,2,182.750023374493,365.500046748986
522613,HYDERABAD,1.0,1,153.595818042512,153.595818042512
524203,HYDERABAD,1.0,2,324.138572572149,648.277145144298
524222,BENGALURU URBAN,1.0,2,291.935796566345,583.87159313269
524226,BENGALURU URBAN,1.0,2,259.832288549893,519.664577099786
524228,HYDERABAD,1.0,1,301.577899289544,301.577899289544
524315,BENGALURU URBAN,1.0,5,337.873539808655,1689.367699043275
524004,BENGALURU URBAN,1.0,57,290.002044700349,16530.116547919893
524346,BENGALURU URBAN,1.0,2,309.768664072284,619.537328144568
524305,BENGALURU URBAN,1.0,15,307.277556236809,4609.163343552135
524003,BENGALURU URBAN,1.0,51,306.051705410727,15608.636975947076
524314,BENGALURU URBAN,1.0,7,315.282513683973,2206.977595787811
524307,BENGALURU URBAN,1.0,1,285.886601621132,285.886601621132
524137,BENGALURU URBAN,1.0,12,317.196598565592,3806.359182787104
524344,BENGALURU URBAN,1.0,1,304.648145175326,304.648145175326
524313,BENGALURU URBAN,1.0,1,326.974696060656,326.974696060656
524366,BENGALURU URBAN,1.0,2,312.546533682232,625.093067364464
524311,BENGALURU URBAN,1.0,1,316.642601406565,316.642601406565
523171,HYDERABAD,1.0,1,245.495223937292,245.495223937292
523165,HYDERABAD,1.0,2,265.375218381234,530.750436762468
523169,HYDERABAD,1.0,5,248.463459335026,1242.31729667513
523157,HYDERABAD,1.0,17,267.52441104943,4547.91498784031
523281,HYDERABAD,1.0,2,298.474826702901,596.949653405802
523271,HYDERABAD,1.0,3,275.248390431352,825.745171294056
523101,HYDERABAD,1.0,3,287.248814110548,861.746442331644
523274,HYDERABAD,1.0,3,287.04679857272,861.1403957181599
523292,HYDERABAD,1.0,2,299.645357466482,599.290714932964
523279,HYDERABAD,1.0,9,279.330611014161,2513.975499127449
523272,HYDERABAD,1.0,5,274.767932509395,1373.839662546975
523247,HYDERABAD,1.0,2,223.927767694501,447.855535389002
506349,HYDERABAD,1.0,3,154.507554217953,463.52266265385896
523304,MUMBAI SUBURBAN,1.0,0,816.557853072081,0.0
523265,HYDERABAD,1.0,1,227.758971294745,227.758971294745
523108,HYDERABAD,1.0,2,269.175096202706,538.350192405412
523201,HYDERABAD,1.0,11,233.348106395584,2566.829170351424
523180,MUMBAI SUBURBAN,1.0,0,866.492998925205,0.0
523226,HYDERABAD,1.0,2,255.934560995782,511.869121991564
523280,HYDERABAD,1.0,2,285.012384164319,570.024768328638
523303,HYDERABAD,1.0,2,163.496406857097,326.992813714194
523286,HYDERABAD,1.0,1,281.430452229179,281.430452229179
523212,HYDERABAD,1.0,1,262.339974729988,262.339974729988
523183,HYDERABAD,1.0,1,271.37601886618,271.37601886618
523225,HYDERABAD,1.0,1,266.149293566631,266.149293566631
523264,HYDERABAD,1.0,1,250.219973461779,250.219973461779
534342,HYDERABAD,1.0,4,342.360664352662,1369.442657410648
534313,HYDERABAD,1.0,7,324.299673108327,2270.097711758289
534318,HYDERABAD,1.0,1,321.64826336601,321.64826336601
534301,HYDERABAD,1.0,3,338.398597154436,1015.1957914633081
534340,HYDERABAD,1.0,1,333.836692193876,333.836692193876
534111,HYDERABAD,1.0,1,317.512001120272,317.512001120272
534156,HYDERABAD,1.0,1,335.698067654975,335.698067654975
534198,HYDERABAD,1.0,1,327.407323882088,327.407323882088
534145,HYDERABAD,1.0,1,329.694275375762,329.694275375762
534112,MUMBAI SUBURBAN,1.0,0,931.990505095364,0.0
534166,HYDERABAD,1.0,2,325.298905793893,650.597811587786
534102,HYDERABAD,1.0,4,324.895694855979,1299.582779423916
506342,HYDERABAD,1.0,1,142.231885037251,142.231885037251
811101,24 PARAGANAS NORTH,1.0,4,397.906229814243,1591.624919256972
811211,24 PARAGANAS NORTH,1.0,1,329.471924471441,329.471924471441
811213,24 PARAGANAS NORTH,1.0,1,350.100175710662,350.100175710662
811214,24 PARAGANAS NORTH,1.0,6,340.17608609844,2041.05651659064
811311,SOUTH,1.0,5,6573.69980275644,32868.499013782195
811103,24 PARAGANAS NORTH,1.0,1,369.445846909113,369.445846909113
811105,SOUTH,1.0,3,6583.92534567163,19751.77603701489
811106,SOUTH,1.0,3,6578.08286060877,19734.24858182631
803107,24 PARAGANAS NORTH,1.0,1,394.766023199929,394.766023199929
803214,24 PARAGANAS NORTH,1.0,1,400.284517560456,400.284517560456
803213,24 PARAGANAS NORTH,1.0,7,401.889618538057,2813.2273297663987
803110,24 PARAGANAS NORTH,1.0,3,3158.70707109445,9476.12121328335
803301,24 PARAGANAS NORTH,1.0,2,377.539803701863,755.079607403726
801303,24 PARAGANAS NORTH,1.0,1,413.195691043313,413.195691043313
803302,24 PARAGANAS NORTH,1.0,1,389.52098643056,389.52098643056
803303,24 PARAGANAS NORTH,1.0,1,383.406158152814,383.406158152814
803115,24 PARAGANAS NORTH,1.0,1,139.059346420029,139.059346420029
803119,24 PARAGANAS NORTH,1.0,1,1256.83341745082,1256.83341745082
803116,24 PARAGANAS NORTH,1.0,1,403.325271528588,403.325271528588
805101,24 PARAGANAS NORTH,1.0,1,377.637278307788,377.637278307788
805126,24 PARAGANAS NORTH,1.0,1,365.724435778087,365.724435778087
805130,24 PARAGANAS NORTH,1.0,2,393.241013428159,786.482026856318
800009,24 PARAGANAS NORTH,1.0,4,401.348532214749,1605.394128858996
800007,24 PARAGANAS NORTH,1.0,14,452.913607488441,6340.7905048381745
800008,24 PARAGANAS NORTH,1.0,23,449.277649532079,10333.385939237818
801505,24 PARAGANAS NORTH,1.0,29,457.596275300568,13270.291983716472
801109,24 PARAGANAS NORTH,1.0,1,424.312392029114,424.312392029114
801110,24 PARAGANAS NORTH,1.0,2,429.760629301738,859.521258603476
801108,24 PARAGANAS NORTH,1.0,2,466.925315258808,933.850630517616
801102,24 PARAGANAS NORTH,1.0,1,415.13622049857,415.13622049857
804453,24 PARAGANAS NORTH,1.0,7,438.038768290243,3066.2713780317013
801104,24 PARAGANAS NORTH,1.0,2,428.656262767452,857.312525534904
801503,HYDERABAD,1.0,76,674.739725431462,51280.21913279111
803202,24 PARAGANAS NORTH,1.0,2,426.697567729455,853.39513545891
804452,24 PARAGANAS NORTH,1.0,2,545.869294359767,1091.738588719534
801111,24 PARAGANAS NORTH,1.0,1,390.868063437011,390.868063437011
821101,24 PARAGANAS NORTH,1.0,3,565.225453798704,1695.676361396112
802212,24 PARAGANAS NORTH,1.0,8,501.97451103915,4015.7960883132
821305,24 PARAGANAS NORTH,1.0,3,493.416963571539,1480.250890714617
821108,24 PARAGANAS NORTH,1.0,1,549.82217488837,549.82217488837
821111,24 PARAGANAS NORTH,1.0,1,501.399771742905,501.399771742905
844114,24 PARAGANAS NORTH,1.0,2,466.121100148503,932.242200297006
844503,BENGALURU URBAN,1.0,0,1629.65623596829,0.0
844504,24 PARAGANAS NORTH,1.0,1,443.225969765889,443.225969765889
844118,24 PARAGANAS NORTH,1.0,1,446.647297123181,446.647297123181
844102,24 PARAGANAS NORTH,1.0,2,446.647297123181,893.294594246362
844505,24 PARAGANAS NORTH,1.0,4,492.775350927131,1971.101403708524
844121,24 PARAGANAS NORTH,1.0,2,477.412573490069,954.825146980138
844506,24 PARAGANAS NORTH,1.0,2,432.928434423171,865.856868846342
844122,24 PARAGANAS NORTH,1.0,6,457.218959134066,2743.313754804396
844124,24 PARAGANAS NORTH,1.0,2,454.071481560516,908.142963121032
494001,HYDERABAD,1.0,26,313.86671029223,8160.5344675979795
494553,HYDERABAD,1.0,5,319.19195272129,1595.95976360645
494450,HYDERABAD,1.0,1,309.870245438737,309.870245438737
494444,HYDERABAD,1.0,2,282.385026936228,564.770053872456
494449,HYDERABAD,1.0,2,355.440384375279,710.880768750558
494441,HYDERABAD,1.0,1,354.074488536076,354.074488536076
494556,SOUTH,1.0,0,6358.84115482914,0.0
494111,HYDERABAD,1.0,1,367.184206305274,367.184206305274
494115,HYDERABAD,1.0,1,373.027365203076,373.027365203076
494334,HYDERABAD,1.0,6,446.417575151617,2678.5054509097017
494777,24 PARAGANAS NORTH,1.0,0,867.040588515956,0.0
494337,HYDERABAD,1.0,1,441.469338931297,441.469338931297
494776,SOUTH,1.0,1,6310.5535301031,6310.5535301031
494335,HYDERABAD,1.0,1,465.547234234427,465.547234234427
495550,24 PARAGANAS NORTH,1.0,1,634.269372180354,634.269372180354
495668,24 PARAGANAS NORTH,1.0,3,609.571934428498,1828.715803285494
495113,HYDERABAD,1.0,2,653.456752444111,1306.913504888222
495334,HYDERABAD,1.0,3,614.349603509026,1843.0488105270779
495117,24 PARAGANAS NORTH,1.0,2,669.460250199422,1338.920500398844
495119,24 PARAGANAS NORTH,1.0,1,647.021450621615,647.021450621615
495442,24 PARAGANAS NORTH,1.0,1,644.332165434592,644.332165434592
495557,24 PARAGANAS NORTH,1.0,1,599.59585941922,599.59585941922
495330,HYDERABAD,1.0,6,636.679587279699,3820.077523678194
495006,24 PARAGANAS NORTH,1.0,16,643.229068164312,10291.665090628992
495695,24 PARAGANAS NORTH,1.0,3,583.88986372939,1751.6695911881698
495684,24 PARAGANAS NORTH,1.0,2,579.179601185828,1158.359202371656
495687,24 PARAGANAS NORTH,1.0,1,581.748850088426,581.748850088426
495671,24 PARAGANAS NORTH,1.0,2,595.0282856248,1190.0565712496
495446,24 PARAGANAS NORTH,1.0,1,606.182149352584,606.182149352584
495690,24 PARAGANAS NORTH,1.0,1,578.947317496558,578.947317496558
495450,24 PARAGANAS NORTH,1.0,7,592.228232810919,4145.597629676433
495454,24 PARAGANAS NORTH,1.0,4,596.507968993794,2386.031875975176
495691,MUMBAI SUBURBAN,1.0,0,1099.37390636668,0.0
495689,24 PARAGANAS NORTH,1.0,2,561.201179445924,1122.402358891848
491001,HYDERABAD,1.0,41,521.457891961384,21379.773570416743
491225,HYDERABAD,1.0,2,490.994407051851,981.988814103702
491226,HYDERABAD,1.0,2,456.718219343095,913.43643868619
490021,HYDERABAD,1.0,4,517.886509296028,2071.546037184112
490024,HYDERABAD,1.0,2,519.505994934796,1039.011989869592
490042,HYDERABAD,1.0,4,518.602475404825,2074.4099016193
490036,HYDERABAD,1.0,3,529.264678029822,1587.794034089466
491107,HYDERABAD,1.0,1,503.337344412364,503.337344412364
491441,HYDERABAD,1.0,13,484.396912649374,6297.159864441862
491665,HYDERABAD,1.0,1,430.4269558652,430.4269558652
491557,SOUTH,1.0,0,887.230114481496,0.0
491445,HYDERABAD,1.0,3,478.255377505965,1434.766132517895
491995,HYDERABAD,1.0,5,615.525685736234,3077.6284286811697
491881,HYDERABAD,1.0,2,485.009490623669,970.018981247338
491229,24 PARAGANAS NORTH,1.0,0,837.338250996378,0.0
491559,HYDERABAD,1.0,2,613.212357250521,1226.424714501042
497001,24 PARAGANAS NORTH,1.0,28,522.776045558956,14637.729275650767
497335,24 PARAGANAS NORTH,1.0,1,601.293593300627,601.293593300627
497119,24 PARAGANAS NORTH,1.0,2,488.555361794425,977.11072358885
497226,24 PARAGANAS NORTH,1.0,4,561.106538255875,2244.4261530235
497449,24 PARAGANAS NORTH,1.0,1,620.004968037179,620.004968037179
497339,24 PARAGANAS NORTH,1.0,1,620.707671030499,620.707671030499
497442,24 PARAGANAS NORTH,1.0,1,645.65049066412,645.65049066412
497118,24 PARAGANAS NORTH,1.0,4,486.499560682286,1945.998242729144
497220,24 PARAGANAS NORTH,1.0,1,475.27562006548,475.27562006548
497229,BENGALURU URBAN,1.0,2,1214.93385832068,2429.86771664136
497225,24 PARAGANAS NORTH,1.0,1,581.278217683178,581.278217683178
496001,24 PARAGANAS NORTH,1.0,34,522.450556241741,17763.318912219194
496551,HYDERABAD,1.0,2,553.506549753252,1107.013099506504
496116,BENGALURU URBAN,1.0,0,1208.69024261281,0.0
496334,24 PARAGANAS NORTH,1.0,1,489.075086610208,489.075086610208
496111,MUMBAI SUBURBAN,1.0,0,1088.41803086074,0.0
496450,24 PARAGANAS NORTH,1.0,1,565.75283293145,565.75283293145
496331,24 PARAGANAS NORTH,1.0,13,423.435316202662,5504.659110634606
496223,24 PARAGANAS NORTH,1.0,1,460.650124211395,460.650124211395
496661,24 PARAGANAS NORTH,1.0,2,541.096652569282,1082.193305138564
496225,SOUTH,1.0,0,928.867066451417,0.0
496118,24 PARAGANAS NORTH,1.0,7,522.470388650774,3657.292720555418
496440,24 PARAGANAS NORTH,1.0,2,532.717068378945,1065.43413675789
496554,24 PARAGANAS NORTH,1.0,1,528.932567085892,528.932567085892
496107,24 PARAGANAS NORTH,1.0,3,517.845211464569,1553.5356343937071
493332,HYDERABAD,1.0,11,548.855945156935,6037.4153967262855
493118,HYDERABAD,1.0,8,531.559786599968,4252.478292799744
493222,HYDERABAD,1.0,1,531.559786599968,531.559786599968
493221,HYDERABAD,1.0,5,548.855945156935,2744.279725784675
493773,HYDERABAD,1.0,14,548.855945156935,7683.983232197091
493195,HYDERABAD,1.0,2,548.855945156935,1097.71189031387
493225,24 PARAGANAS NORTH,1.0,0,711.292202625426,0.0
493663,HYDERABAD,1.0,2,531.559786599968,1063.119573199936
493526,HYDERABAD,1.0,1,531.559786599968,531.559786599968
493445,HYDERABAD,1.0,7,531.559786599968,3720.918506199776
492015,HYDERABAD,1.0,7,548.855945156935,3841.9916160985454
493114,HYDERABAD,1.0,1,568.361560430808,568.361560430808
493228,HYDERABAD,1.0,1,531.559786599968,531.559786599968
493885,HYDERABAD,1.0,2,548.855945156935,1097.71189031387
493331,HYDERABAD,1.0,2,548.855945156935,1097.71189031387
492112,HYDERABAD,1.0,1,548.855945156935,548.855945156935
493558,HYDERABAD,1.0,1,548.855945156935,548.855945156935
493101,HYDERABAD,1.0,1,538.449107532648,538.449107532648
492013,HYDERABAD,1.0,14,538.449107532648,7538.287505457072
110094,SOUTH,1.0,37,20.3722033581039,753.7715242498442
110090,SOUTH,1.0,1,20.3722033581039,20.3722033581039
110093,SOUTH,1.0,37,21.4154470085429,792.3715393160873
110096,SOUTH,1.0,140,14.9309333287077,2090.3306660190783
110084,SOUTH,1.0,89,25.9089121965108,2305.8931854894613
110036,SOUTH,1.0,12,31.5589474711154,378.7073696533848
110039,SOUTH,1.0,14,35.2875799531567,494.02611934419383
110042,SOUTH,1.0,24,25.4178834550454,610.0292029210896
110088,SOUTH,1.0,52,19.294801801725,1003.3296936897
110044,SOUTH,1.0,54,1.05054316937089,56.72933114602806
110076,SOUTH,1.0,59,7.92294821803288,467.4539448639399
110014,SOUTH,1.0,62,7.30737038380994,453.0569637962163
110038,SOUTH,1.0,3,12.6253683472437,37.8761050417311
110074,SOUTH,1.0,84,3.90540630375933,328.0541295157837
110030,SOUTH,1.0,103,3.9681038155051,408.7146929970253
110043,24 PARAGANAS NORTH,1.0,69,323.705154779387,22335.6556797777
110073,24 PARAGANAS NORTH,1.0,5,252.518357412226,1262.5917870611302
110059,SOUTH,1.0,304,18.6307023574487,5663.733516664405
110063,SOUTH,1.0,112,19.599834486934,2195.181462536608
382424,MUMBAI SUBURBAN,1.0,64,444.559923715451,28451.835117788865
382210,MUMBAI SUBURBAN,1.0,14,421.070181524337,5894.982541340718
382435,MUMBAI SUBURBAN,1.0,0,421.235308413659,0.0
385001,MUMBAI SUBURBAN,1.0,17,561.053297002653,9537.906049045101
385320,MUMBAI SUBURBAN,1.0,1,574.904486637145,574.904486637145
385210,MUMBAI SUBURBAN,1.0,2,548.003608143628,1096.007216287256
385120,MUMBAI SUBURBAN,1.0,2,553.394109636414,1106.788219272828
385330,MUMBAI SUBURBAN,1.0,2,572.88047500997,1145.76095001994
385535,MUMBAI SUBURBAN,1.0,6,560.050473393005,3360.3028403580297
382225,MUMBAI SUBURBAN,1.0,6,399.534772011159,2397.208632066954
382220,MUMBAI SUBURBAN,1.0,2,407.921542039543,815.843084079086
382213,MUMBAI SUBURBAN,1.0,4,445.559405858712,1782.237623434848
382460,MUMBAI SUBURBAN,1.0,1,482.79153120946,482.79153120946
382110,MUMBAI SUBURBAN,1.0,6,434.859005483176,2609.154032899056
382315,MUMBAI SUBURBAN,1.0,1,452.245648339234,452.245648339234
382042,MUMBAI SUBURBAN,1.0,2,391.683892051009,783.367784102018
382355,MUMBAI SUBURBAN,1.0,11,394.277422095203,4337.0516430472335
382470,MUMBAI SUBURBAN,1.0,34,444.698778445591,15119.758467150095
382449,MUMBAI SUBURBAN,1.0,6,429.160838651081,2574.965031906486
384001,MUMBAI SUBURBAN,1.0,5,505.112635967395,2525.563179836975
384170,MUMBAI SUBURBAN,1.0,2,523.394319472974,1046.788638945948
384355,MUMBAI SUBURBAN,1.0,1,520.841554317797,520.841554317797
384315,MUMBAI SUBURBAN,1.0,15,514.687907672127,7720.318615081906
384240,MUMBAI SUBURBAN,1.0,1,392.989562882011,392.989562882011
385340,MUMBAI SUBURBAN,1.0,1,404.189549924758,404.189549924758
384151,HYDERABAD,1.0,5,278.546033089054,1392.73016544527
385360,MUMBAI SUBURBAN,1.0,1,396.933939435628,396.933939435628
383410,MUMBAI SUBURBAN,1.0,3,516.100086326946,1548.300258980838
383325,MUMBAI SUBURBAN,1.0,3,458.334204357446,1375.0026130723381
383421,MUMBAI SUBURBAN,1.0,1,515.527836059413,515.527836059413
383430,MUMBAI SUBURBAN,1.0,5,524.861595607661,2624.307978038305
383440,MUMBAI SUBURBAN,1.0,1,531.453495929555,531.453495929555
383255,MUMBAI SUBURBAN,1.0,1,554.060491461841,554.060491461841
383350,MUMBAI SUBURBAN,1.0,3,483.634458545445,1450.903375636335
383315,MUMBAI SUBURBAN,1.0,8,476.384913991456,3811.079311931648
383205,MUMBAI SUBURBAN,1.0,1,477.414820151396,477.414820151396
383250,MUMBAI SUBURBAN,1.0,1,503.233514301092,503.233514301092
383235,MUMBAI SUBURBAN,1.0,1,539.188136641528,539.188136641528
365601,MUMBAI SUBURBAN,1.0,4,330.450509222294,1321.802036889176
365421,MUMBAI SUBURBAN,1.0,1,343.018968033894,343.018968033894
365440,MUMBAI SUBURBAN,1.0,2,327.426413622366,654.852827244732
365435,MUMBAI SUBURBAN,1.0,1,340.095534230755,340.095534230755
365220,MUMBAI SUBURBAN,1.0,0,314.859640039161,0.0
365535,MUMBAI SUBURBAN,1.0,1,305.651910587274,305.651910587274
365430,MUMBAI SUBURBAN,1.0,1,326.319734238128,326.319734238128
364515,MUMBAI SUBURBAN,1.0,2,297.40410116852,594.80820233704
364210,MUMBAI SUBURBAN,1.0,1,307.46292115502,307.46292115502
364004,MUMBAI SUBURBAN,1.0,1,306.352295411615,306.352295411615
364002,MUMBAI SUBURBAN,1.0,10,295.743492135317,2957.43492135317
364710,MUMBAI SUBURBAN,1.0,1,357.385472665724,357.385472665724
364505,MUMBAI SUBURBAN,1.0,1,298.396985906174,298.396985906174
364290,MUMBAI SUBURBAN,1.0,6,253.811587569468,1522.869525416808
364270,MUMBAI SUBURBAN,1.0,3,293.710263046038,881.130789138114
364240,MUMBAI SUBURBAN,1.0,2,297.326303476543,594.652606953086
364140,MUMBAI SUBURBAN,1.0,1,258.222799959787,258.222799959787
364310,MUMBAI SUBURBAN,1.0,1,325.633196630921,325.633196630921
364060,MUMBAI SUBURBAN,1.0,1,300.367964754054,300.367964754054
360311,SOUTH,1.0,9,468.422205634508,4215.799850710572
360040,MUMBAI SUBURBAN,1.0,1,367.37216588908,367.37216588908
